Name,Friendly Name,Device Type,Company Name,Company Friendly Name,Site Name,Site Friendly Name,OS,OS Architecture,OS Language,IP Address,External IP Address,System Domain Role,Device Serial Number,Installed Date,System Model,Processor,Processor Type,Number Of Processors,Number of Cores,RAM (GB),Disk Manufacturer/Model,Disk Interface Type,Disk Volume (GB),Partitions,BIOS Version,BIOS Manufacturer,BIOS Serial No,Bios Product,Base Board Manufacturer,Device Time Zone,Last Check Date
2019-dc3,2019-dc3,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),194.0.10.16,62.232.211.2,Primary Domain Controller,VMware-56 4d 16 87 d2 e4 a3 1b-59 76 f9 f8 d9 77 03 3a,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,Central Processor,2,1,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,200.00,2,6.00,Phoenix Technologies LTD,VMware-56 4d 16 87 d2 e4 a3 1b-59 76 f9 f8 d9 77 03 3a,BIOS Date: 12/12/2018 Ver: 6.00,Intel Corporation,(UTC +0000) GMT,07/20/2025 07:05 pm
BDR-LT-TCORSI,BDR-LT-TCORSI,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.78,195.224.83.226,Member Workstation,000786732057,01/06/2025 03:49 pm,Surface Laptop 4,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,Central Processor,1,4,32.00,(Standard disk drives) / HFM001TD3GX013N-SKhynix,SCSI,950.14,3,30.101.143,Microsoft Corporation,000786732057,BIOS Date: 10/16/2024 Ver: 30.101.143,Microsoft Corporation,(UTC +0100) BST,07/20/2025 08:52 pm
sec-remote01,sec-remote01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2016 Standard 10.0.14393,64-bit,English (United Kingdom),10.1.1.129,80.79.134.68,Member Server,VMware-42 18 d6 4a a1 20 44 65-d1 4d 34 0c 87 fa 74 eb,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,2,2,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,80.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 d6 4a a1 20 44 65-d1 4d 34 0c 87 fa 74 eb,BIOS Date: 05/28/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 10:11 am
AA14128,AA14128,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.105,195.224.83.226,Member Workstation,J09X1J3,01/08/2025 10:38 am,Latitude 5420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PC SN530 NVMe WDC 256GB,SCSI,238.47,3,1.46.1,Dell Inc.,J09X1J3,BIOS Date: 04/23/2025 Ver: 1.46.1,Dell Inc.,(UTC +0100) BST,07/20/2025 06:30 pm
Support2,Support2,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 7 Professional 6.1.7601,32-bit,English (United Kingdom),192.168.51.76,195.224.83.226,Member Workstation,CZC9502GSV,01/31/2025 12:16 pm,HP Compaq 6000 Pro MT PC,Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz,Central Processor,1,2,12.04,(Standard disk drives) / Generic- Compact Flash USB Device,USB,0.00,0,786G2 v01.09,Hewlett-Packard,CZC9502GSV,BIOS Date: 08/25/2009 Ver: 786G2 v01.09,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:06 pm
BDR-CTX-RDSAC01,BDR-CTX-RDSAC01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2022 Standard 21H2,64-bit,English (United States),10.1.1.15,80.79.134.68,Member Server,VMware-42 18 8e c9 77 34 c5 95-7b af cd 06 f0 fb 2a 79,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,2,5,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,1024.00,3,VMW71.00V.16460286.B64.2006250725,"VMware, Inc.",VMware-42 18 8e c9 77 34 c5 95-7b af cd 06 f0 fb 2a 79,BIOS Date: 06/25/2020 Ver: VMW71.00V.16460286.B64.2006250725,Intel Corporation,(UTC +0100) BST,07/21/2025 04:14 am
BDR-LT-14560,BDR-LT-14560,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.0.56,80.192.116.198,Standalone Workstation,002209132557,10/14/2024 12:09 pm,Surface Laptop 4,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,Central Processor,1,4,32.00,(Standard disk drives) / HFM001TD3GX013N-SKhynix,SCSI,950.14,3,30.101.143,Microsoft Corporation,002209132557,BIOS Date: 10/16/2024 Ver: 30.101.143,Microsoft Corporation,(UTC +0100) BST,07/17/2025 09:21 am
BDR-LT-AA15708,BDR-LT-AA15708,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),"192.168.51.124, 192.168.51.107",195.224.83.226,Standalone Workstation,1LBDT93,12/03/2024 03:58 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,1LBDT93,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:25 am
BDR-LT-0699,BDR-LT-0699,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.1.178,81.157.113.249,Member Workstation,4FTMML3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / PC SN530 NVMe WDC 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,4FTMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 07:52 am
ad03,ad03,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2016 Standard 10.0.14393,64-bit,English (United Kingdom),192.168.51.5,195.224.83.226,Backup Domain Controller,8066BR2,10/14/2024 12:10 pm,PowerEdge R230,Intel(R) Xeon(R) CPU E3-1220 v6 @ 3.00GHz,Central Processor,1,4,16.00,(Standard disk drives) / WD My Passport 259F USB Device,-,931.48,0,2.4.3,Dell Inc.,8066BR2,BIOS Date: 01/31/2018 Ver: 2.4.3,Dell Inc.,(UTC +0100) BST,07/21/2025 03:18 am
BDR-LT-AA13142,BDR-LT-AA13142,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.152,195.224.83.226,Standalone Workstation,D8RQRL3,10/14/2024 12:09 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Central Processor,1,4,16.00,(Standard disk drives) / PC SN740 NVMe WD 256GB,SCSI,238.47,4,1.37.0,Dell Inc.,D8RQRL3,BIOS Date: 07/08/2024 Ver: 1.37.0,Dell Inc.,(UTC +0100) BST,06/24/2025 04:40 pm
BDR-LT-AA12638,BDR-LT-AA12638,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.136,195.224.83.226,Standalone Workstation,8VDWQG3,04/30/2025 03:45 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,8VDWQG3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:01 am
BDR-ILUVHIMBI,BDR-ILUVHIMBI,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United States),192.168.10.36,105.233.149.65,Standalone Workstation,CPTF1Z3,01/10/2025 10:13 am,Vostro 14 3430,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,16.00,(Standard disk drives) / NVMe BC901 NVMe SK hynix 512GB,SCSI,476.94,5,1.18.0,Dell Inc.,CPTF1Z3,BIOS Date: 02/10/2025 Ver: 1.18.0,Dell Inc.,(UTC +0200) SAST,05/05/2025 09:49 am
BDR-AA11312,BDR-AA11312,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.5.43,109.158.23.165,Standalone Workstation,FYC1NF3,01/08/2025 09:40 am,Precision 3650 Tower,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,Central Processor,1,8,64.00,(Standard disk drives) / Kingston DataTraveler G3 USB Device,USB,3.73,1,1.40.0,Dell Inc.,FYC1NF3,BIOS Date: 04/23/2025 Ver: 1.40.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:09 am
BDR-LT-13049,BDR-LT-13049,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.51.137,195.224.83.226,Member Workstation,62HMML3,10/14/2024 12:10 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,62HMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:50 am
BDR-LT-11310,BDR-LT-11310,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.0.199,195.224.83.226,Member Workstation,50F2X93,01/07/2025 02:37 pm,Latitude 5520,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,Central Processor,1,4,32.00,(Standard disk drives) / NVMe CT500P2SSD8,SCSI,465.76,3,1.44.1,Dell Inc.,50F2X93,BIOS Date: 04/30/2025 Ver: 1.44.1,Dell Inc.,(UTC +0100) BST,07/21/2025 08:59 am
DellLT-Lat5480TS,DellLT-Lat5480TS,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.56.98,195.224.78.142,Member Workstation,35PFNN2,10/14/2024 12:09 pm,Latitude 5480,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,Central Processor,1,2,8.00,(Standard disk drives) / TOSHIBA KSG60ZMV256G M.2 2280 256GB,SCSI,238.47,3,1.39.0,Dell Inc.,35PFNN2,BIOS Date: 11/06/2024 Ver: 1.39.0,Dell Inc.,(UTC +0100) BST,05/19/2025 05:23 pm
BDR-LT-AA12995,BDR-LT-AA12995,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 22H2,64-bit,English (United Kingdom),192.168.51.198,195.224.83.226,Member Workstation,DQJMML3,10/14/2024 12:20 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,DQJMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:18 am
BDRSTR-70T4R74,BDR-LT-AA208054,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),10.69.69.103,45.39.82.28,Standalone Workstation,70T4R74,05/20/2025 10:27 am,Latitude 3450,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,16.00,(Standard disk drives) / NVMe P41PL NVMe SOLIDIGM 512GB,SCSI,476.94,4,1.13.1,Dell Inc.,70T4R74,BIOS Date: 05/13/2025 Ver: 1.13.1,Dell Inc.,(UTC +0100) BST,07/17/2025 05:16 pm
AA12601,BDR Sales Wallboard,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.51.81,195.224.83.226,Standalone Workstation,B4KWRD3,10/14/2024 12:09 pm,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Central Processor,1,6,8.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,2.28.1,Dell Inc.,B4KWRD3,BIOS Date: 11/14/2024 Ver: 2.28.1,Dell Inc.,(UTC +0000) GMT,03/04/2025 04:08 am
BDR-LT-AA12622,BDR-LT-AA12622,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 22H2,64-bit,English (United Kingdom),192.168.51.179,195.224.83.226,Member Workstation,5CD9510M23,01/07/2025 02:55 pm,HP ProBook 440 G6,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / CT500BX100SSD1,IDE,465.76,2,R71 Ver. 01.19.00,HP,5CD9510M23,BIOS Date: 01/13/2022 Ver: R71 Ver. 01.19.00,HP,(UTC +0000) GMT,02/03/2025 01:37 pm
BDR-LT-AA14131,BDR-LT-AA14131,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United Kingdom),192.168.2.10,176.35.158.206,Member Workstation,FDTMML3,10/14/2024 12:42 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,-,238.47,0,1.38.0,Dell Inc.,FDTMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/18/2025 09:14 am
BDR-RDS-GW01,BDR-RDS-GW01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2022 Standard 21H2,64-bit,English (United States),10.1.1.157,80.79.134.68,Member Server,VMware-42 18 fd d4 c0 fd 63 f9-87 0b 70 d2 63 b7 24 d9,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,2,2,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,128.00,3,VMW71.00V.21100432.B64.2301110304,"VMware, Inc.",VMware-42 18 fd d4 c0 fd 63 f9-87 0b 70 d2 63 b7 24 d9,BIOS Date: 01/11/2023 Ver: VMW71.00V.21100432.B64.2301110304,Intel Corporation,(UTC +0100) BST,07/20/2025 02:00 pm
MikeC-E14,MikeC-E14,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 23H2,64-bit,English (United Kingdom),192.168.1.99,109.147.92.26,Standalone Workstation,PF25FMJG,01/10/2025 02:13 pm,20RA001BUK,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,Central Processor,1,4,16.00,(Standard disk drives) / HFM512GDHTNG-8710B,SCSI,476.94,3,R16ET43W (1.29 ),LENOVO,PF25FMJG,BIOS Date: 12/09/2024 Ver: R16ET43W (1.29 ),LENOVO,(UTC +0100) BST,07/21/2025 08:58 am
BDR-CTX-RDS10,BDR-CTX-RDS10,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.122,80.79.134.68,Member Server,VMware-42 18 24 29 0e 41 3e 99-3a 46 19 41 10 d5 23 3a,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,4,2,48.00,(Standard disk drives) / Microsoft Virtual Disk,SCSI,29.30,1,VMW71.00V.21100432.B64.2301110304,"VMware, Inc.",VMware-42 18 24 29 0e 41 3e 99-3a 46 19 41 10 d5 23 3a,BIOS Date: 01/11/2023 Ver: VMW71.00V.21100432.B64.2301110304,Intel Corporation,(UTC +0100) BST,07/20/2025 12:32 pm
ICOM-Paxton01,ICOM-Paxton01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.121,80.79.134.68,Member Server,VMware-42 18 6e 9f c2 fc c2 e7-3c f0 a3 6c 90 20 a3 d9,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,2,1,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,60.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 6e 9f c2 fc c2 e7-3c f0 a3 6c 90 20 a3 d9,BIOS Date: 05/28/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/21/2025 07:31 am
BDR-LT-AA13821,BDR-LT-AA13821,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 21H2,64-bit,English (United States),192.168.56.64,195.224.78.142,Member Workstation,9HX2DL3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,9HX2DL3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:02 am
BDR-LT-AA14132,BDR-LT-AA14132,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.1.142,84.66.122.247,Member Workstation,7K8BHS3,10/14/2024 12:09 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PC SN740 NVMe WD 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,7K8BHS3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:22 am
Marshal,Marshal,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),10.10.2.47,196.41.102.164,Standalone Workstation,34FTC24,01/09/2025 11:04 am,Vostro 16 5640,Intel(R) Core(TM) 5 120U,Central Processor,1,10,16.00,(Standard disk drives) / NVMe 2400A NVMe Micron 512GB,SCSI,476.94,5,1.7.0,Dell Inc.,34FTC24,BIOS Date: 09/10/2024 Ver: 1.7.0,Dell Inc.,(UTC +0200) SAST,01/13/2025 12:12 pm
backup01,backup01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),"169.254.0.2, 10.2.1.140, 10.1.10.140",80.79.134.68,Member Server,BDXX503,10/14/2024 12:09 pm,PowerEdge R740xd,Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,Central Processor,1,10,64.00,(Standard disk drives) / DELL PERC H730P Mini SCSI Disk Device,SCSI,121075.50,1,2.3.10,Dell Inc.,BDXX503,BIOS Date: 08/15/2019 Ver: 2.3.10,Dell Inc.,(UTC +0100) BST,07/21/2025 07:26 am
BDR-LT-AA15705,BDR-LT-AA15705,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),"192.168.28.1, 192.168.162.1, 192.168.1.156",213.31.10.149,Standalone Workstation,8Y78FG3,12/03/2024 11:09 am,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe BC711 NVMe SK hynix 256GB,SCSI,238.47,4,1.37.0,Dell Inc.,8Y78FG3,BIOS Date: 07/08/2024 Ver: 1.37.0,Dell Inc.,(UTC +0100) BST,07/15/2025 11:42 am
BDR-LT-AA14576,BDR-LT-AA14576,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),"192.168.51.184, 192.168.51.183",195.224.83.226,Member Workstation,0F34DVG24243H7,01/15/2025 01:47 pm,Surface Laptop Studio 2,13th Gen Intel(R) Core(TM) i7-13800H,Central Processor,1,14,16.00,(Standard disk drives) / SDDPTQD-512G-1124-WD,SCSI,476.94,3,21.109.143,Microsoft Corporation,0F34DVG24243H7,BIOS Date: 03/13/2025 Ver: 21.109.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 08:42 am
BDR-FS01,BDR-FS01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.134,80.79.134.68,Member Server,VMware-42 18 9b dd 37 e3 20 3d-81 c4 48 1e 77 92 3c d2,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,2,1,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,120.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 9b dd 37 e3 20 3d-81 c4 48 1e 77 92 3c d2,BIOS Date: 05/28/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 07:22 pm
BDR-LT-AA13804,BDR-LT-AA13804,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.125,195.224.83.226,Member Workstation,68VZBL3,10/14/2024 12:09 pm,Precision 3561,11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,Central Processor,1,8,16.00,(Standard disk drives) / PM9A1 NVMe Samsung 512GB,SCSI,476.94,4,1.36.0,Dell Inc.,68VZBL3,BIOS Date: 02/10/2025 Ver: 1.36.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:02 am
BDR-LT-AA13267,BDR-LT-AA13267,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.56.14,195.224.78.142,Member Workstation,JVDY3B3,01/10/2025 10:44 am,Latitude 3510,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe PC SN530 NVMe WDC 256GB,SCSI,238.47,4,1.31.0,Dell Inc.,JVDY3B3,BIOS Date: 09/09/2024 Ver: 1.31.0,Dell Inc.,(UTC +0100) BST,07/21/2025 07:55 am
BDR-LT-AA12622,BDR-LT-AA12622,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 22H2,64-bit,English (United Kingdom),192.168.51.179,195.224.83.226,Member Workstation,5CD9510M23,01/07/2025 02:55 pm,HP ProBook 440 G6,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / MTFDHBA256TCK-1AS1AABHA,SCSI,238.47,4,R71 Ver. 01.19.00,HP,5CD9510M23,BIOS Date: 01/13/2022 Ver: R71 Ver. 01.19.00,HP,(UTC +0000) GMT,02/03/2025 01:37 pm
BDR-LT-AA12629,BDR-LT-AA12629,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United Kingdom),192.168.51.158,195.224.83.226,Standalone Workstation,CZYSFG3,12/02/2024 11:37 am,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe BC711 NVMe SK hynix 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,CZYSFG3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:13 am
BDR-LT-AA13358,BDR-LT-AA13358,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.0.79,195.224.83.226,Member Workstation,3JTNGW2,10/14/2024 12:09 pm,Latitude 3400,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe KBG40ZNS256G NVM,SCSI,238.47,3,1.36.0,Dell Inc.,3JTNGW2,BIOS Date: 12/18/2024 Ver: 1.36.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:54 am
DESKTOP-FIFEGA3,DESKTOP-FIFEGA3,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),172.20.10.3,80.195.196.191,Member Workstation,20YKWL3,10/14/2024 12:09 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,20YKWL3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/18/2025 06:24 pm
AA13620,AA13620,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.1.171,86.146.236.210,Standalone Workstation,HG3HHG3,01/08/2025 01:55 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,12.00,(Standard disk drives) / NVMe BC711 NVMe SK hynix 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,HG3HHG3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/19/2025 10:31 am
2019-dc3,2019-dc3,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),194.0.10.16,62.232.211.2,Primary Domain Controller,VMware-56 4d 16 87 d2 e4 a3 1b-59 76 f9 f8 d9 77 03 3a,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,Central Processor,2,1,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,1843.20,2,6.00,Phoenix Technologies LTD,VMware-56 4d 16 87 d2 e4 a3 1b-59 76 f9 f8 d9 77 03 3a,BIOS Date: 12/12/2018 Ver: 6.00,Intel Corporation,(UTC +0000) GMT,07/20/2025 07:05 pm
